loan_amnt,funded_amnt,term,int_rate,installment,emp_length,home_ownership,annual_inc,verification_status,purpose,addr_state,grade,sub_grade,fico_score,dti,application_type,loan_status
35000.0,35000.0,36 months,8.9,1111.37,10+ years,MORTGAGE,144000.0,Verified,other,NY,A,A5,737.0,5.57,Individual,Fully Paid
18500.0,18500.0,36 months,7.9,578.87,< 1 year,RENT,85000.0,Verified,wedding,VA,A,A4,747.0,12.83,Individual,Charged Off
14225.0,14225.0,60 months,12.42,319.46,10+ years,MORTGAGE,80000.0,Source Verified,debt_consolidation,GA,B,B4,717.0,21.99,Individual,Fully Paid
19000.0,19000.0,60 months,19.91,502.44,3 years,MORTGAGE,58000.0,Source Verified,debt_consolidation,VA,E,E4,687.0,7.03,Individual,Fully Paid
15000.0,15000.0,60 months,17.58,377.49,10+ years,MORTGAGE,61651.0,Verified,debt_consolidation,IL,D,D4,687.0,15.69,Individual,Fully Paid
10000.0,10000.0,36 months,16.29,353.01,5 years,MORTGAGE,120000.0,Not Verified,wedding,FL,D,D1,662.0,12.84,Individual,Charged Off
12000.0,12000.0,60 months,12.69,271.14,4 years,MORTGAGE,40904.0,Not Verified,home_improvement,NC,B,B5,747.0,25.11,Individual,Fully Paid
12000.0,12000.0,36 months,6.03,365.23,1 year,MORTGAGE,100000.0,Not Verified,credit_card,CA,A,A1,757.0,7.14,Individual,Fully Paid
6000.0,6000.0,36 months,7.51,186.67,2 years,MORTGAGE,82000.0,Source Verified,home_improvement,HI,A,A3,782.0,3.91,Individual,Fully Paid
6250.0,6250.0,60 months,12.42,140.36,1 year,RENT,16000.0,Source Verified,small_business,OH,B,B4,707.0,17.4,Individual,Charged Off
21850.0,21850.0,36 months,12.42,730.13,4 years,MORTGAGE,50000.0,Verified,debt_consolidation,TX,B,B4,717.0,14.93,Individual,Fully Paid
11400.0,11400.0,36 months,7.51,354.67,10+ years,RENT,30000.0,Source Verified,other,NY,A,A3,792.0,1.72,Individual,Fully Paid
7000.0,7000.0,36 months,7.51,217.78,,OWN,22800.0,Not Verified,other,FL,A,A3,737.0,22.05,Individual,Charged Off
35000.0,35000.0,36 months,10.65,1140.07,6 years,MORTGAGE,225000.0,Verified,debt_consolidation,MD,B,B2,737.0,8.96,Individual,Charged Off
7000.0,7000.0,36 months,6.03,213.05,10+ years,MORTGAGE,96000.0,Verified,car,SC,A,A1,777.0,11.69,Individual,Fully Paid
1600.0,1600.0,60 months,20.3,42.66,2 years,RENT,18000.0,Not Verified,other,OH,E,E5,667.0,0.0,Individual,Fully Paid
5000.0,5000.0,36 months,11.71,165.38,< 1 year,RENT,35000.0,Source Verified,credit_card,CA,B,B3,682.0,23.9,Individual,Fully Paid
9800.0,9800.0,36 months,13.49,332.52,4 years,RENT,60000.0,Not Verified,debt_consolidation,NJ,C,C1,672.0,23.34,Individual,Fully Paid
8000.0,8000.0,36 months,16.77,284.31,5 years,MORTGAGE,65000.0,Verified,debt_consolidation,IL,D,D2,682.0,3.01,Individual,Charged Off
6000.0,6000.0,36 months,12.69,201.27,6 years,RENT,34000.0,Verified,credit_card,TX,B,B5,682.0,17.29,Individual,Fully Paid
15000.0,15000.0,60 months,14.27,351.13,9 years,MORTGAGE,55000.0,Source Verified,debt_consolidation,WA,C,C2,747.0,8.09,Individual,Charged Off
10000.0,10000.0,36 months,13.49,339.31,6 years,MORTGAGE,45600.0,Not Verified,small_business,MD,C,C1,687.0,10.82,Individual,Fully Paid
7000.0,7000.0,36 months,12.42,233.91,< 1 year,RENT,37200.0,Source Verified,debt_consolidation,OH,B,B4,717.0,3.55,Individual,Fully Paid
16000.0,16000.0,36 months,6.03,486.97,7 years,MORTGAGE,180000.0,Source Verified,debt_consolidation,NC,A,A1,777.0,6.35,Individual,Fully Paid
11000.0,11000.0,36 months,6.03,334.8,10+ years,MORTGAGE,120000.0,Source Verified,home_improvement,WA,A,A1,792.0,8.7,Individual,Fully Paid
4200.0,4200.0,60 months,14.27,98.32,1 year,RENT,40000.0,Source Verified,debt_consolidation,CA,C,C2,692.0,19.62,Individual,Fully Paid
9500.0,9500.0,36 months,7.51,295.56,1 year,MORTGAGE,38880.0,Source Verified,car,IL,A,A3,737.0,2.78,Individual,Fully Paid
8000.0,8000.0,36 months,6.62,245.63,7 years,MORTGAGE,55000.0,Not Verified,credit_card,KS,A,A2,772.0,17.02,Individual,Fully Paid
12000.0,12000.0,36 months,6.62,368.45,9 years,MORTGAGE,59500.0,Source Verified,credit_card,TX,A,A2,742.0,13.21,Individual,Fully Paid
15000.0,15000.0,36 months,7.9,469.36,2 years,RENT,85000.0,Source Verified,small_business,NJ,A,A4,737.0,11.0,Individual,Fully Paid
5000.0,5000.0,36 months,8.9,158.77,< 1 year,RENT,47000.0,Source Verified,debt_consolidation,KY,A,A5,717.0,17.59,Individual,Fully Paid
10225.0,10225.0,36 months,14.65,352.71,4 years,RENT,50000.0,Verified,credit_card,NM,C,C3,677.0,20.54,Individual,Fully Paid
15000.0,15000.0,60 months,19.91,396.66,10+ years,RENT,46500.0,Verified,debt_consolidation,NJ,E,E4,662.0,18.35,Individual,Fully Paid
15000.0,15000.0,36 months,13.49,508.96,10+ years,MORTGAGE,72000.0,Verified,debt_consolidation,MO,C,C1,677.0,11.5,Individual,Fully Paid
17625.0,17625.0,60 months,23.91,506.12,2 years,MORTGAGE,400000.0,Verified,other,TX,G,G4,682.0,16.08,Individual,Charged Off
27500.0,27500.0,60 months,12.69,621.36,6 years,RENT,78000.0,Verified,debt_consolidation,CA,B,B5,732.0,17.23,Individual,Fully Paid
20000.0,20000.0,60 months,22.06,553.07,,MORTGAGE,55200.0,Verified,debt_consolidation,PA,F,F4,702.0,16.76,Individual,Fully Paid
5000.0,5000.0,36 months,7.51,155.56,3 years,RENT,36000.0,Source Verified,major_purchase,CA,A,A3,752.0,0.97,Individual,Fully Paid
8500.0,8500.0,36 months,6.03,258.71,10+ years,MORTGAGE,86000.0,Source Verified,debt_consolidation,NY,A,A1,777.0,9.81,Individual,Fully Paid
8875.0,8875.0,36 months,7.9,277.71,10+ years,MORTGAGE,58044.0,Source Verified,debt_consolidation,CA,A,A4,732.0,19.43,Individual,Charged Off
3500.0,3500.0,36 months,7.9,109.52,3 years,RENT,40000.0,Not Verified,debt_consolidation,FL,A,A4,732.0,5.4,Individual,Fully Paid
20000.0,20000.0,60 months,20.3,533.23,5 years,OWN,65000.0,Verified,debt_consolidation,TX,E,E5,672.0,20.34,Individual,Fully Paid
4200.0,4200.0,60 months,8.9,86.99,1 year,MORTGAGE,50004.0,Not Verified,other,NC,A,A5,762.0,14.59,Individual,Fully Paid
10000.0,10000.0,36 months,6.62,307.04,10+ years,MORTGAGE,98000.0,Verified,debt_consolidation,CA,A,A2,737.0,6.21,Individual,Fully Paid
16000.0,16000.0,36 months,6.03,486.97,4 years,RENT,85000.0,Source Verified,major_purchase,MD,A,A1,772.0,5.15,Individual,Fully Paid
3600.0,3600.0,36 months,6.03,109.57,3 years,MORTGAGE,84554.16,Not Verified,car,TX,A,A1,792.0,15.24,Individual,Fully Paid
9000.0,9000.0,36 months,9.91,290.03,< 1 year,OWN,60000.0,Source Verified,car,IL,B,B1,742.0,8.88,Individual,Fully Paid
15250.0,15250.0,60 months,20.89,411.63,2 years,RENT,30696.0,Verified,debt_consolidation,VA,F,F1,662.0,18.8,Individual,Fully Paid
13225.0,13225.0,60 months,7.9,267.53,7 years,MORTGAGE,30000.0,Verified,debt_consolidation,AR,A,A4,772.0,26.88,Individual,Fully Paid
5000.0,5000.0,36 months,8.9,158.77,< 1 year,RENT,41000.0,Source Verified,credit_card,CA,A,A5,727.0,8.78,Individual,Charged Off
7200.0,7200.0,36 months,12.69,241.53,10+ years,RENT,35000.0,Not Verified,debt_consolidation,GA,B,B5,677.0,13.41,Individual,Fully Paid
20000.0,20000.0,60 months,12.42,449.15,5 years,OWN,66000.0,Verified,credit_card,CA,B,B4,747.0,11.29,Individual,Fully Paid
14125.0,14125.0,36 months,10.65,460.1,8 years,MORTGAGE,31850.0,Not Verified,debt_consolidation,MI,B,B2,702.0,16.65,Individual,Fully Paid
17000.0,17000.0,36 months,14.27,583.26,10+ years,MORTGAGE,74000.0,Verified,debt_consolidation,CA,C,C2,697.0,8.53,Individual,Fully Paid
10000.0,10000.0,36 months,16.29,353.01,10+ years,MORTGAGE,68000.0,Not Verified,credit_card,IL,D,D1,667.0,7.61,Individual,Fully Paid
11400.0,11400.0,36 months,17.58,409.74,10+ years,RENT,50000.0,Source Verified,debt_consolidation,CA,D,D4,662.0,7.75,Individual,Fully Paid
7000.0,7000.0,36 months,6.62,214.93,5 years,RENT,21600.0,Not Verified,credit_card,TX,A,A2,747.0,24.22,Individual,Fully Paid
25000.0,25000.0,60 months,12.42,561.44,5 years,MORTGAGE,175000.0,Source Verified,debt_consolidation,CA,B,B4,737.0,9.44,Individual,Fully Paid
4000.0,4000.0,60 months,11.71,88.4,3 years,RENT,42000.0,Not Verified,car,PA,B,B3,707.0,13.17,Individual,Fully Paid
6000.0,6000.0,36 months,6.03,182.62,10+ years,RENT,20400.0,Not Verified,vacation,PA,A,A1,797.0,0.88,Individual,Fully Paid
4000.0,4000.0,36 months,6.62,122.82,10+ years,MORTGAGE,90000.0,Verified,other,PA,A,A2,737.0,24.33,Individual,Fully Paid
5000.0,5000.0,36 months,10.65,162.87,4 years,RENT,25591.0,Not Verified,small_business,FL,B,B2,702.0,24.52,Individual,Fully Paid
12000.0,12000.0,36 months,11.71,396.92,< 1 year,MORTGAGE,70000.0,Not Verified,debt_consolidation,FL,B,B3,687.0,17.11,Individual,Fully Paid
12000.0,12000.0,36 months,16.29,423.61,5 years,RENT,81000.0,Not Verified,debt_consolidation,DE,D,D1,667.0,1.96,Individual,Fully Paid
12000.0,12000.0,36 months,8.9,381.04,9 years,MORTGAGE,100000.0,Source Verified,other,FL,A,A5,717.0,15.56,Individual,Fully Paid
12000.0,12000.0,60 months,15.27,287.19,< 1 year,MORTGAGE,43200.0,Verified,debt_consolidation,CT,C,C4,702.0,16.44,Individual,Fully Paid
15250.0,15250.0,60 months,12.69,344.57,10+ years,MORTGAGE,55000.0,Verified,debt_consolidation,WI,B,B5,742.0,27.03,Individual,Fully Paid
6000.0,6000.0,36 months,7.9,187.75,8 years,RENT,35000.0,Source Verified,credit_card,WA,A,A4,722.0,17.31,Individual,Fully Paid
16200.0,16200.0,36 months,14.65,558.81,8 years,MORTGAGE,86400.0,Verified,debt_consolidation,CA,C,C3,687.0,9.33,Individual,Fully Paid
10000.0,10000.0,36 months,14.27,343.09,3 years,MORTGAGE,81000.0,Verified,medical,FL,C,C2,697.0,2.49,Individual,Fully Paid
6400.0,6400.0,36 months,6.62,196.51,10+ years,RENT,112000.0,Verified,debt_consolidation,MD,A,A2,747.0,2.12,Individual,Fully Paid
11000.0,11000.0,36 months,9.91,354.48,8 years,RENT,30000.0,Not Verified,debt_consolidation,CA,B,B1,712.0,13.2,Individual,Fully Paid
17000.0,17000.0,60 months,11.71,375.67,10+ years,RENT,65000.0,Source Verified,debt_consolidation,AR,B,B3,722.0,16.3,Individual,Charged Off
5500.0,5500.0,60 months,18.64,141.59,10+ years,RENT,60000.0,Not Verified,debt_consolidation,NY,E,E1,682.0,16.6,Individual,Fully Paid
12800.0,12800.0,60 months,12.69,289.22,2 years,MORTGAGE,47500.0,Not Verified,home_improvement,OH,B,B5,707.0,11.97,Individual,Fully Paid
4800.0,4800.0,36 months,7.51,149.34,5 years,MORTGAGE,42500.0,Not Verified,other,PA,A,A3,742.0,20.75,Individual,Fully Paid
22000.0,22000.0,36 months,7.9,688.39,8 years,MORTGAGE,140000.0,Verified,credit_card,NH,A,A4,737.0,14.68,Individual,Fully Paid
25000.0,25000.0,60 months,21.67,685.8,10+ years,MORTGAGE,66000.0,Source Verified,debt_consolidation,IL,F,F3,672.0,12.75,Individual,Charged Off
2000.0,2000.0,36 months,7.9,62.59,3 years,MORTGAGE,40000.0,Not Verified,home_improvement,FL,A,A4,732.0,9.78,Individual,Fully Paid
2500.0,2500.0,36 months,16.77,88.85,2 years,RENT,42000.0,Not Verified,other,MD,D,D2,667.0,3.8,Individual,Charged Off
3000.0,3000.0,36 months,14.27,102.93,10+ years,MORTGAGE,80000.0,Not Verified,medical,PA,C,C2,677.0,20.01,Individual,Charged Off
5200.0,5200.0,60 months,17.27,129.99,1 year,RENT,36000.0,Source Verified,credit_card,IL,D,D3,687.0,19.4,Individual,Charged Off
22250.0,22250.0,60 months,18.25,568.04,10+ years,MORTGAGE,54150.0,Verified,house,DE,D,D5,687.0,18.19,Individual,Fully Paid
12000.0,12000.0,60 months,19.91,317.33,4 years,RENT,45000.0,Source Verified,debt_consolidation,NY,E,E4,672.0,23.31,Individual,Fully Paid
8000.0,8000.0,36 months,6.03,243.49,1 year,RENT,63900.0,Source Verified,debt_consolidation,NY,A,A1,757.0,5.2,Individual,Fully Paid
6500.0,6500.0,60 months,11.71,143.64,7 years,RENT,36000.0,Not Verified,car,NY,B,B3,717.0,1.75,Individual,Fully Paid
8000.0,8000.0,36 months,7.9,250.33,10+ years,MORTGAGE,78000.0,Verified,major_purchase,NY,A,A4,732.0,5.29,Individual,Fully Paid
17600.0,17600.0,60 months,16.77,435.24,2 years,RENT,70900.0,Source Verified,debt_consolidation,PA,D,D2,702.0,23.27,Individual,Fully Paid
21000.0,21000.0,36 months,14.65,724.38,5 years,OWN,82000.0,Verified,debt_consolidation,MD,C,C3,692.0,10.21,Individual,Fully Paid
24000.0,24000.0,36 months,13.49,814.34,4 years,MORTGAGE,125000.0,Verified,debt_consolidation,CA,C,C1,692.0,21.48,Individual,Fully Paid
12000.0,12000.0,60 months,12.42,269.49,10+ years,MORTGAGE,90000.0,Not Verified,credit_card,AR,B,B4,717.0,14.41,Individual,Fully Paid
8000.0,8000.0,36 months,6.62,245.63,,MORTGAGE,61200.0,Source Verified,other,GA,A,A2,757.0,15.73,Individual,Fully Paid
2400.0,2400.0,36 months,9.91,77.34,10+ years,MORTGAGE,91000.0,Not Verified,major_purchase,MN,B,B1,712.0,10.95,Individual,Fully Paid
12000.0,12000.0,36 months,6.62,368.45,4 years,RENT,63000.0,Verified,debt_consolidation,FL,A,A2,742.0,23.49,Individual,Fully Paid
3600.0,3600.0,36 months,7.51,112.0,9 years,MORTGAGE,59000.0,Verified,medical,OH,A,A3,737.0,21.82,Individual,Fully Paid
5600.0,5600.0,36 months,6.62,171.95,10+ years,MORTGAGE,101400.0,Verified,home_improvement,NJ,A,A2,762.0,14.58,Individual,Fully Paid
8000.0,8000.0,60 months,18.25,204.24,< 1 year,RENT,85200.0,Verified,other,FL,D,D5,672.0,18.13,Individual,Fully Paid
35000.0,35000.0,60 months,14.27,819.3,10+ years,MORTGAGE,117500.0,Verified,debt_consolidation,FL,C,C2,732.0,11.23,Individual,Fully Paid
16000.0,16000.0,60 months,15.96,388.75,10+ years,RENT,39000.0,Verified,debt_consolidation,PA,C,C5,712.0,16.62,Individual,Fully Paid
6000.0,6000.0,36 months,17.27,214.73,7 years,MORTGAGE,120000.0,Source Verified,small_business,WA,D,D3,667.0,13.01,Individual,Fully Paid
30000.0,30000.0,60 months,14.27,702.26,10+ years,RENT,68500.0,Verified,debt_consolidation,NY,C,C2,722.0,20.39,Individual,Fully Paid
12000.0,12000.0,36 months,12.42,400.99,< 1 year,MORTGAGE,35000.0,Source Verified,debt_consolidation,OH,B,B4,702.0,19.99,Individual,Fully Paid
6025.0,6025.0,36 months,10.65,196.26,6 years,RENT,48000.0,Not Verified,debt_consolidation,OH,B,B2,687.0,16.48,Individual,Fully Paid
12000.0,12000.0,60 months,14.27,280.91,10+ years,MORTGAGE,52000.0,Not Verified,debt_consolidation,NJ,C,C2,717.0,4.36,Individual,Fully Paid
30000.0,30000.0,60 months,11.71,662.95,5 years,MORTGAGE,125000.0,Verified,credit_card,TX,B,B3,752.0,10.67,Individual,Fully Paid
8000.0,8000.0,36 months,14.65,275.96,10+ years,RENT,50000.0,Source Verified,debt_consolidation,VA,C,C3,707.0,0.77,Individual,Fully Paid
12000.0,12000.0,60 months,19.42,314.07,4 years,RENT,207000.0,Source Verified,debt_consolidation,MD,E,E3,662.0,16.5,Individual,Fully Paid
21000.0,21000.0,36 months,12.42,701.73,6 years,MORTGAGE,158000.0,Verified,debt_consolidation,MO,B,B4,717.0,12.16,Individual,Fully Paid
20000.0,20000.0,60 months,18.64,514.86,5 years,RENT,45000.0,Verified,debt_consolidation,VA,E,E1,717.0,22.35,Individual,Fully Paid
10000.0,10000.0,36 months,7.51,311.11,10+ years,MORTGAGE,82000.0,Not Verified,debt_consolidation,NV,A,A3,742.0,15.16,Individual,Fully Paid
6000.0,6000.0,36 months,7.9,187.75,2 years,RENT,54000.0,Source Verified,debt_consolidation,MD,A,A4,707.0,24.82,Individual,Fully Paid
10000.0,10000.0,36 months,12.69,335.45,10+ years,RENT,88000.0,Source Verified,debt_consolidation,CA,B,B5,697.0,9.67,Individual,Fully Paid
16000.0,16000.0,36 months,6.03,486.97,10+ years,RENT,130000.0,Source Verified,debt_consolidation,TX,A,A1,777.0,12.16,Individual,Fully Paid
28000.0,28000.0,60 months,12.42,628.81,4 years,MORTGAGE,130000.0,Source Verified,major_purchase,PA,B,B4,772.0,6.66,Individual,Fully Paid
10000.0,10000.0,60 months,19.03,259.58,9 years,RENT,60000.0,Source Verified,moving,GA,E,E2,667.0,23.12,Individual,Charged Off
10650.0,10650.0,60 months,19.42,278.74,6 years,RENT,125000.0,Verified,debt_consolidation,MD,E,E3,702.0,18.12,Individual,Fully Paid
7100.0,7100.0,36 months,8.9,225.45,< 1 year,MORTGAGE,120000.0,Source Verified,debt_consolidation,RI,A,A5,717.0,13.57,Individual,Fully Paid
21000.0,21000.0,60 months,19.91,555.33,10+ years,MORTGAGE,110000.0,Source Verified,debt_consolidation,WA,E,E4,672.0,11.28,Individual,Fully Paid
18000.0,18000.0,60 months,17.58,452.98,6 years,OWN,65000.0,Source Verified,debt_consolidation,WY,D,D4,692.0,22.73,Individual,Charged Off
35000.0,35000.0,36 months,8.9,1111.37,8 years,MORTGAGE,128000.0,Source Verified,debt_consolidation,MI,A,A5,737.0,7.54,Individual,Fully Paid
10000.0,10000.0,36 months,7.51,311.11,5 years,RENT,100000.0,Verified,debt_consolidation,WA,A,A3,742.0,10.2,Individual,Fully Paid
15000.0,15000.0,60 months,13.49,345.08,8 years,RENT,54000.0,Source Verified,debt_consolidation,NY,C,C1,717.0,23.0,Individual,Fully Paid
18000.0,18000.0,60 months,13.49,414.09,3 years,MORTGAGE,60000.0,Verified,small_business,TX,C,C1,727.0,29.3,Individual,Fully Paid
4800.0,4800.0,36 months,11.71,158.77,10+ years,MORTGAGE,130900.0,Verified,medical,MN,B,B3,697.0,8.73,Individual,Fully Paid
3000.0,3000.0,36 months,7.9,93.88,3 years,OWN,16000.0,Not Verified,debt_consolidation,MA,A,A4,747.0,2.48,Individual,Fully Paid
24000.0,24000.0,36 months,9.91,773.4,3 years,OWN,48000.0,Verified,debt_consolidation,AL,B,B1,742.0,16.48,Individual,Fully Paid
3000.0,3000.0,36 months,10.65,97.72,10+ years,MORTGAGE,60000.0,Not Verified,debt_consolidation,AL,B,B2,722.0,0.5,Individual,Fully Paid
22000.0,22000.0,60 months,12.69,497.09,8 years,MORTGAGE,50000.0,Verified,debt_consolidation,WA,B,B5,722.0,27.96,Individual,Fully Paid
20000.0,20000.0,60 months,11.71,441.97,10+ years,OWN,63623.0,Verified,credit_card,NY,B,B3,772.0,7.58,Individual,Fully Paid
6500.0,6500.0,36 months,13.49,220.55,2 years,RENT,42000.0,Verified,wedding,MO,C,C1,707.0,13.43,Individual,Fully Paid
12000.0,12000.0,36 months,11.71,396.92,10+ years,RENT,42600.0,Source Verified,debt_consolidation,CA,B,B3,692.0,4.96,Individual,Fully Paid
12725.0,12725.0,36 months,12.42,425.21,3 years,MORTGAGE,46800.0,Verified,credit_card,MN,B,B4,697.0,5.46,Individual,Fully Paid
35000.0,35000.0,60 months,13.49,805.17,6 years,MORTGAGE,200000.0,Source Verified,debt_consolidation,CA,C,C1,762.0,8.96,Individual,Fully Paid
21000.0,21000.0,36 months,8.9,666.82,5 years,MORTGAGE,86000.0,Verified,medical,SC,A,A5,742.0,8.47,Individual,Fully Paid
6000.0,6000.0,36 months,15.96,210.83,< 1 year,RENT,21300.0,Source Verified,other,PA,C,C5,677.0,10.54,Individual,Fully Paid
18000.0,18000.0,60 months,13.49,414.09,3 years,OWN,49200.0,Source Verified,debt_consolidation,WA,C,C1,727.0,24.12,Individual,Fully Paid
2400.0,2400.0,36 months,10.65,78.18,6 years,RENT,38400.0,Not Verified,debt_consolidation,CA,B,B2,692.0,18.16,Individual,Fully Paid
6000.0,6000.0,36 months,7.9,187.75,4 years,MORTGAGE,76486.08,Not Verified,debt_consolidation,UT,A,A4,707.0,3.64,Individual,Fully Paid
12650.0,12650.0,36 months,6.62,388.41,6 years,RENT,60000.0,Verified,debt_consolidation,CA,A,A2,772.0,18.24,Individual,Fully Paid
25975.0,25975.0,60 months,17.27,649.33,2 years,RENT,60240.0,Verified,debt_consolidation,IL,D,D3,712.0,22.55,Individual,Fully Paid
4500.0,4500.0,36 months,12.42,150.37,10+ years,RENT,62000.0,Source Verified,other,FL,B,B4,672.0,15.23,Individual,Charged Off
12000.0,12000.0,36 months,9.91,386.7,8 years,MORTGAGE,70000.0,Not Verified,small_business,PA,B,B1,727.0,18.46,Individual,Fully Paid
24000.0,24000.0,60 months,22.06,663.68,4 years,MORTGAGE,68000.0,Verified,credit_card,WI,F,F4,667.0,15.67,Individual,Fully Paid
14000.0,14000.0,36 months,9.91,451.15,,OWN,31215.96,Not Verified,debt_consolidation,TX,B,B1,732.0,18.18,Individual,Fully Paid
18000.0,18000.0,36 months,12.69,603.81,3 years,MORTGAGE,85000.0,Not Verified,debt_consolidation,WI,B,B5,707.0,14.33,Individual,Charged Off
6300.0,6300.0,36 months,10.65,205.22,5 years,RENT,83000.0,Verified,debt_consolidation,CT,B,B2,707.0,9.57,Individual,Fully Paid
12000.0,12000.0,60 months,13.49,276.06,2 years,RENT,32400.0,Not Verified,debt_consolidation,CA,C,C1,722.0,16.22,Individual,Charged Off
30000.0,30000.0,60 months,13.49,690.15,10+ years,OWN,115000.0,Verified,debt_consolidation,CT,C,C1,752.0,5.06,Individual,Fully Paid
14275.0,14275.0,60 months,20.3,380.59,6 years,MORTGAGE,54000.0,Verified,home_improvement,AZ,E,E5,667.0,19.31,Individual,Fully Paid
5600.0,5600.0,36 months,11.71,185.23,6 years,MORTGAGE,45000.0,Source Verified,debt_consolidation,CA,B,B3,677.0,22.29,Individual,Fully Paid
29175.0,29175.0,60 months,10.65,629.26,,OWN,55000.0,Verified,debt_consolidation,AR,B,B2,757.0,26.14,Individual,Fully Paid
8000.0,8000.0,36 months,16.29,282.41,1 year,RENT,120000.0,Not Verified,debt_consolidation,MN,D,D1,667.0,17.63,Individual,Fully Paid
9600.0,9600.0,36 months,14.27,329.37,1 year,RENT,25000.0,Not Verified,debt_consolidation,NC,C,C2,687.0,14.5,Individual,Fully Paid
12000.0,12000.0,60 months,22.35,333.82,4 years,MORTGAGE,86729.5,Verified,debt_consolidation,CA,F,F5,662.0,23.0,Individual,Fully Paid
28000.0,28000.0,36 months,8.9,889.09,6 years,MORTGAGE,120000.0,Verified,debt_consolidation,NY,A,A5,742.0,4.95,Individual,Fully Paid
7000.0,7000.0,36 months,6.03,213.05,4 years,MORTGAGE,41000.0,Source Verified,credit_card,MI,A,A1,757.0,18.76,Individual,Fully Paid
12800.0,12800.0,60 months,12.69,289.22,2 years,MORTGAGE,55000.0,Verified,debt_consolidation,NV,B,B5,742.0,8.97,Individual,Fully Paid
29000.0,29000.0,36 months,12.69,972.81,3 years,RENT,81300.0,Verified,debt_consolidation,DC,B,B5,717.0,21.77,Individual,Fully Paid
8400.0,8400.0,36 months,9.91,270.69,7 years,RENT,37000.0,Verified,debt_consolidation,CA,B,B1,712.0,24.62,Individual,Fully Paid
14825.0,14825.0,36 months,6.03,451.21,3 years,MORTGAGE,86625.0,Not Verified,debt_consolidation,AZ,A,A1,747.0,13.94,Individual,Fully Paid
10000.0,10000.0,36 months,8.9,317.54,5 years,RENT,36996.0,Verified,other,RI,A,A5,742.0,18.46,Individual,Fully Paid
12600.0,12600.0,36 months,10.65,410.43,9 years,RENT,74000.0,Source Verified,credit_card,TX,B,B2,702.0,15.63,Individual,Fully Paid
20000.0,20000.0,60 months,10.65,431.37,4 years,MORTGAGE,69000.0,Verified,credit_card,CA,B,B2,752.0,16.35,Individual,Fully Paid
31400.0,31400.0,36 months,14.27,1077.3,10+ years,MORTGAGE,250000.0,Verified,small_business,NV,C,C2,722.0,7.86,Individual,Fully Paid
8000.0,8000.0,36 months,7.9,250.33,< 1 year,RENT,34000.0,Verified,small_business,FL,A,A4,742.0,16.06,Individual,Fully Paid
30000.0,30000.0,60 months,9.91,636.09,,MORTGAGE,65000.0,Source Verified,debt_consolidation,NY,B,B1,777.0,9.19,Individual,Fully Paid
11000.0,11000.0,60 months,17.27,274.98,2 years,RENT,48000.0,Source Verified,small_business,TX,D,D3,722.0,11.97,Individual,Fully Paid
12000.0,12000.0,36 months,6.03,365.23,< 1 year,RENT,90000.0,Source Verified,car,CA,A,A1,762.0,5.52,Individual,Fully Paid
13700.0,13700.0,60 months,18.64,352.68,,MORTGAGE,46000.0,Source Verified,home_improvement,CA,E,E1,717.0,5.09,Individual,Fully Paid
4625.0,4625.0,60 months,9.91,98.07,3 years,MORTGAGE,50000.0,Verified,debt_consolidation,FL,B,B1,737.0,28.51,Individual,Fully Paid
7250.0,7250.0,36 months,10.65,236.16,1 year,RENT,62467.0,Source Verified,credit_card,DC,B,B2,692.0,14.08,Individual,Fully Paid
8500.0,8500.0,36 months,12.42,284.03,3 years,MORTGAGE,62400.0,Verified,debt_consolidation,OH,B,B4,742.0,8.94,Individual,Charged Off
5000.0,5000.0,36 months,8.9,158.77,< 1 year,RENT,28800.0,Verified,small_business,NY,A,A5,722.0,18.54,Individual,Fully Paid
20000.0,20000.0,60 months,11.71,441.97,,OWN,40000.0,Source Verified,debt_consolidation,IL,B,B3,827.0,18.33,Individual,Fully Paid
7200.0,7200.0,36 months,11.71,238.15,7 years,MORTGAGE,58000.0,Not Verified,credit_card,IL,B,B3,682.0,7.82,Individual,Fully Paid
21000.0,21000.0,60 months,17.27,524.96,10+ years,MORTGAGE,55000.0,Source Verified,debt_consolidation,VA,D,D3,692.0,19.51,Individual,Fully Paid
12000.0,12000.0,36 months,7.51,373.33,10+ years,MORTGAGE,82000.0,Not Verified,debt_consolidation,OH,A,A3,742.0,14.36,Individual,Fully Paid
18000.0,18000.0,60 months,18.25,459.54,9 years,RENT,60000.0,Verified,credit_card,CA,D,D5,697.0,23.0,Individual,Fully Paid
21250.0,21250.0,60 months,24.11,612.68,5 years,RENT,80000.0,Verified,debt_consolidation,NY,G,G5,662.0,22.59,Individual,Charged Off
2200.0,2200.0,36 months,12.42,73.52,10+ years,MORTGAGE,65000.0,Source Verified,vacation,FL,B,B4,677.0,6.35,Individual,Fully Paid
35000.0,35000.0,60 months,23.13,989.29,8 years,MORTGAGE,100000.0,Verified,debt_consolidation,NY,G,G2,667.0,7.82,Individual,Fully Paid
16000.0,16000.0,60 months,13.49,368.08,10+ years,RENT,33000.0,Not Verified,debt_consolidation,IL,C,C1,732.0,18.36,Individual,Charged Off
16000.0,16000.0,60 months,16.29,391.56,10+ years,MORTGAGE,66000.0,Verified,small_business,MI,D,D1,747.0,28.53,Individual,Charged Off
4200.0,4200.0,36 months,14.27,144.1,2 years,RENT,36000.0,Not Verified,medical,CA,C,C2,712.0,14.3,Individual,Fully Paid
