loan_amnt,funded_amnt,term,int_rate,installment,emp_length,home_ownership,annual_inc,verification_status,purpose,addr_state,grade,sub_grade,fico_score,dti,application_type,loan_status
21000.0,21000.0,60 months,11.49,461.74,10+ years,MORTGAGE,85000.0,Verified,major_purchase,CA,B,B4,757.0,6.0,Individual,Fully Paid
20000.0,20000.0,36 months,10.99,654.68,10+ years,RENT,60000.0,Verified,debt_consolidation,TX,B,B3,742.0,17.26,Individual,Fully Paid
7500.0,7500.0,36 months,9.99,241.97,6 years,RENT,46800.0,Not Verified,medical,NJ,B,B1,707.0,12.46,Individual,Fully Paid
14525.0,14525.0,36 months,10.99,475.47,1 year,RENT,60000.0,Source Verified,debt_consolidation,NC,B,B3,742.0,26.46,Individual,Fully Paid
3000.0,3000.0,36 months,19.29,110.41,4 years,RENT,30000.0,Source Verified,moving,NY,E,E4,672.0,2.48,Individual,Charged Off
2500.0,2500.0,36 months,15.62,87.43,8 years,RENT,41500.0,Not Verified,medical,NY,D,D1,707.0,14.69,Individual,Fully Paid
5050.0,5050.0,36 months,16.89,179.77,8 years,RENT,40000.0,Source Verified,vacation,NY,D,D4,667.0,5.88,Individual,Fully Paid
8000.0,8000.0,36 months,10.99,261.88,7 years,MORTGAGE,60000.0,Not Verified,home_improvement,MI,B,B3,697.0,23.98,Individual,Fully Paid
9000.0,9000.0,36 months,6.99,277.86,3 years,MORTGAGE,42000.0,Not Verified,home_improvement,MO,A,A3,757.0,15.5,Individual,Fully Paid
24250.0,24250.0,60 months,12.99,551.64,10+ years,MORTGAGE,62544.0,Verified,credit_card,CA,C,C1,737.0,12.97,Individual,Fully Paid
3000.0,3000.0,60 months,11.49,65.97,,RENT,15000.0,Verified,other,IL,B,B4,767.0,8.56,Individual,Fully Paid
10000.0,10000.0,36 months,20.99,376.7,2 years,MORTGAGE,120000.0,Not Verified,credit_card,NC,F,F3,672.0,22.36,Individual,Fully Paid
15000.0,15000.0,36 months,15.99,527.29,2 years,RENT,54996.0,Not Verified,debt_consolidation,VA,D,D2,677.0,7.68,Individual,Fully Paid
5000.0,5000.0,36 months,14.79,172.82,3 years,MORTGAGE,120000.0,Not Verified,debt_consolidation,NY,C,C4,672.0,14.7,Individual,Fully Paid
2400.0,2400.0,36 months,5.42,72.39,10+ years,RENT,40000.0,Not Verified,major_purchase,CA,A,A1,757.0,10.05,Individual,Fully Paid
13000.0,13000.0,36 months,10.99,425.55,2 years,MORTGAGE,48000.0,Not Verified,home_improvement,WA,B,B3,742.0,9.78,Individual,Fully Paid
35000.0,35000.0,36 months,10.99,1145.69,10+ years,OWN,104000.0,Verified,debt_consolidation,NC,B,B3,772.0,28.12,Individual,Fully Paid
15000.0,15000.0,60 months,12.99,341.22,2 years,RENT,132000.0,Verified,credit_card,CA,C,C1,747.0,2.88,Individual,Fully Paid
2050.0,2050.0,36 months,7.49,63.76,10+ years,OWN,50000.0,Verified,home_improvement,MO,A,A4,722.0,23.55,Individual,Fully Paid
2000.0,2000.0,36 months,5.42,60.32,4 years,RENT,68500.0,Not Verified,car,TX,A,A1,817.0,5.19,Individual,Fully Paid
12000.0,12000.0,60 months,16.89,287.23,10+ years,RENT,73000.0,Verified,debt_consolidation,CO,D,D4,687.0,20.3,Individual,Fully Paid
6350.0,6350.0,36 months,7.49,197.5,4 years,MORTGAGE,43200.0,Not Verified,major_purchase,TX,A,A4,762.0,12.3,Individual,Charged Off
14400.0,14400.0,36 months,8.49,454.51,5 years,RENT,48000.0,Verified,debt_consolidation,CA,A,A5,727.0,22.07,Individual,Fully Paid
10000.0,10000.0,60 months,16.89,247.94,1 year,RENT,30000.0,Not Verified,car,OH,D,D4,742.0,5.56,Individual,Fully Paid
1000.0,1000.0,36 months,11.49,32.98,10+ years,RENT,23712.0,Not Verified,other,OR,B,B4,722.0,17.61,Individual,Fully Paid
10000.0,10000.0,60 months,16.49,245.8,10+ years,RENT,96000.0,Not Verified,car,AL,D,D3,692.0,15.53,Individual,Fully Paid
8000.0,8000.0,36 months,14.79,276.51,2 years,RENT,66000.0,Not Verified,small_business,FL,C,C4,677.0,14.65,Individual,Fully Paid
11000.0,11000.0,36 months,20.99,414.37,6 years,MORTGAGE,63000.0,Source Verified,debt_consolidation,PA,F,F3,672.0,18.74,Individual,Fully Paid
14800.0,14800.0,36 months,9.99,477.49,2 years,RENT,68000.0,Source Verified,wedding,NJ,B,B1,737.0,18.79,Individual,Fully Paid
4725.0,4725.0,36 months,11.99,156.92,4 years,MORTGAGE,45000.0,Source Verified,debt_consolidation,AZ,B,B5,687.0,22.93,Individual,Fully Paid
5000.0,5000.0,36 months,5.42,150.8,6 years,RENT,80000.0,Not Verified,credit_card,NY,A,A1,777.0,3.39,Individual,Fully Paid
6000.0,6000.0,36 months,5.99,182.51,6 years,MORTGAGE,24996.0,Not Verified,major_purchase,PA,A,A2,752.0,17.62,Individual,Fully Paid
12400.0,12400.0,60 months,19.69,326.39,< 1 year,RENT,48500.0,Source Verified,debt_consolidation,CA,E,E5,667.0,10.07,Individual,Charged Off
30000.0,30000.0,60 months,17.49,753.51,6 years,MORTGAGE,123000.0,Verified,debt_consolidation,CA,D,D5,732.0,8.65,Individual,Fully Paid
15000.0,15000.0,36 months,16.89,533.98,3 years,RENT,32568.0,Not Verified,debt_consolidation,CA,D,D4,672.0,14.74,Individual,Fully Paid
4800.0,4800.0,36 months,8.49,151.51,2 years,MORTGAGE,36000.0,Not Verified,small_business,IL,A,A5,707.0,20.7,Individual,Fully Paid
7575.0,7575.0,36 months,6.99,233.86,7 years,RENT,54000.0,Source Verified,debt_consolidation,GA,A,A3,762.0,17.96,Individual,Fully Paid
15350.0,15350.0,60 months,16.89,380.58,10+ years,MORTGAGE,84000.0,Source Verified,home_improvement,HI,D,D4,687.0,17.36,Individual,Fully Paid
30000.0,30000.0,60 months,19.69,789.66,10+ years,MORTGAGE,130000.0,Verified,debt_consolidation,OH,E,E5,687.0,17.13,Individual,Fully Paid
25000.0,25000.0,60 months,19.69,658.05,6 years,RENT,50000.0,Source Verified,small_business,NC,E,E5,692.0,13.22,Individual,Charged Off
5500.0,5500.0,36 months,5.99,167.3,,MORTGAGE,45000.0,Not Verified,small_business,MA,A,A2,747.0,4.96,Individual,Charged Off
8500.0,8500.0,36 months,10.99,278.24,10+ years,MORTGAGE,54000.0,Not Verified,debt_consolidation,PA,B,B3,707.0,24.6,Individual,Fully Paid
9000.0,9000.0,36 months,5.42,271.44,< 1 year,MORTGAGE,30000.0,Source Verified,small_business,NY,A,A1,777.0,18.72,Individual,Fully Paid
5000.0,5000.0,36 months,12.99,168.45,3 years,RENT,71400.0,Source Verified,moving,MA,C,C1,677.0,5.14,Individual,Fully Paid
11000.0,11000.0,36 months,15.99,386.68,1 year,RENT,97500.0,Not Verified,debt_consolidation,TX,D,D2,707.0,11.94,Individual,Fully Paid
5000.0,5000.0,36 months,6.99,154.37,4 years,MORTGAGE,97000.0,Not Verified,credit_card,GA,A,A3,762.0,10.59,Individual,Fully Paid
3200.0,3200.0,36 months,13.49,108.58,< 1 year,RENT,31200.0,Source Verified,debt_consolidation,TX,C,C2,667.0,14.35,Individual,Fully Paid
1000.0,1000.0,36 months,13.49,33.94,9 years,RENT,50000.0,Source Verified,other,GA,C,C2,662.0,18.82,Individual,Fully Paid
20000.0,20000.0,60 months,20.62,536.81,10+ years,RENT,60000.0,Verified,small_business,NC,F,F2,677.0,17.96,Individual,Charged Off
35000.0,35000.0,60 months,20.62,939.41,8 years,MORTGAGE,150000.0,Verified,debt_consolidation,GA,F,F2,677.0,9.7,Individual,Fully Paid
16750.0,16750.0,60 months,11.99,372.51,3 years,MORTGAGE,48000.0,Verified,debt_consolidation,CA,B,B5,732.0,8.07,Individual,Fully Paid
6000.0,6000.0,60 months,15.99,145.88,< 1 year,MORTGAGE,72500.0,Source Verified,car,NJ,D,D2,677.0,24.02,Individual,Fully Paid
35000.0,35000.0,60 months,19.69,921.26,8 years,RENT,75000.0,Verified,debt_consolidation,CA,E,E5,687.0,19.62,Individual,Fully Paid
4200.0,4200.0,36 months,10.59,136.69,6 years,RENT,48000.0,Verified,debt_consolidation,TX,B,B2,722.0,21.4,Individual,Fully Paid
25000.0,25000.0,60 months,15.23,597.78,10+ years,MORTGAGE,165000.0,Source Verified,debt_consolidation,PA,C,C5,722.0,6.98,Individual,Fully Paid
30000.0,30000.0,60 months,12.99,682.44,5 years,MORTGAGE,80000.0,Verified,other,SD,C,C1,802.0,10.04,Individual,Fully Paid
14000.0,14000.0,60 months,17.49,351.64,9 years,OWN,35000.0,Not Verified,debt_consolidation,KY,D,D5,712.0,5.93,Individual,Charged Off
3000.0,3000.0,36 months,11.49,98.92,2 years,RENT,60000.0,Source Verified,wedding,MA,B,B4,687.0,13.74,Individual,Fully Paid
10000.0,10000.0,36 months,16.89,355.99,1 year,RENT,48720.0,Not Verified,debt_consolidation,CT,D,D4,672.0,18.97,Individual,Fully Paid
4800.0,4800.0,36 months,10.99,157.13,10+ years,MORTGAGE,45336.0,Not Verified,home_improvement,AZ,B,B3,697.0,16.41,Individual,Fully Paid
8000.0,8000.0,36 months,10.59,260.36,10+ years,MORTGAGE,44000.0,Not Verified,debt_consolidation,SD,B,B2,702.0,12.0,Individual,Fully Paid
4750.0,4750.0,36 months,15.23,165.2,1 year,OWN,21600.0,Not Verified,debt_consolidation,CA,C,C5,672.0,20.56,Individual,Fully Paid
26500.0,26500.0,60 months,20.99,716.77,6 years,RENT,51312.0,Verified,debt_consolidation,CA,F,F3,697.0,20.98,Individual,Fully Paid
6075.0,6075.0,36 months,13.49,206.13,2 years,MORTGAGE,35000.0,Source Verified,debt_consolidation,FL,C,C2,687.0,8.85,Individual,Fully Paid
8800.0,8800.0,36 months,7.49,273.7,3 years,MORTGAGE,64000.0,Source Verified,credit_card,PA,A,A4,732.0,8.06,Individual,Fully Paid
20000.0,20000.0,60 months,22.11,553.63,6 years,OWN,81996.0,Verified,major_purchase,PA,G,G1,667.0,10.43,Individual,Fully Paid
8800.0,8800.0,36 months,8.49,277.76,,MORTGAGE,83000.0,Source Verified,debt_consolidation,FL,A,A5,742.0,18.62,Individual,Fully Paid
30000.0,30000.0,60 months,19.29,783.02,10+ years,MORTGAGE,64800.0,Verified,debt_consolidation,WV,E,E4,692.0,22.06,Individual,Fully Paid
17000.0,17000.0,60 months,20.25,452.77,10+ years,MORTGAGE,100650.0,Verified,debt_consolidation,NC,F,F1,667.0,10.27,Individual,Charged Off
3600.0,3600.0,36 months,5.99,109.51,10+ years,MORTGAGE,60000.0,Not Verified,credit_card,CA,A,A2,742.0,4.74,Individual,Fully Paid
1000.0,1000.0,36 months,15.99,35.16,< 1 year,MORTGAGE,27000.0,Not Verified,other,MD,D,D2,677.0,12.62,Individual,Charged Off
14575.0,14575.0,60 months,13.99,339.06,10+ years,RENT,45000.0,Not Verified,debt_consolidation,NC,C,C3,717.0,24.96,Individual,Fully Paid
5000.0,5000.0,36 months,5.99,152.09,6 years,RENT,45000.0,Not Verified,moving,NJ,A,A2,752.0,9.87,Individual,Charged Off
16000.0,16000.0,60 months,11.99,355.84,5 years,RENT,56000.0,Verified,debt_consolidation,CA,B,B5,732.0,17.27,Individual,Fully Paid
12000.0,12000.0,36 months,7.49,373.22,4 years,RENT,113000.0,Source Verified,wedding,TX,A,A4,742.0,5.6,Individual,Fully Paid
8000.0,8000.0,36 months,5.42,241.28,10+ years,MORTGAGE,21600.0,Verified,major_purchase,PA,A,A1,792.0,15.44,Individual,Fully Paid
4000.0,4000.0,36 months,18.39,145.4,7 years,OWN,68400.0,Not Verified,debt_consolidation,FL,E,E2,687.0,20.3,Individual,Charged Off
18000.0,18000.0,36 months,11.49,593.49,9 years,RENT,80000.0,Not Verified,debt_consolidation,NJ,B,B4,722.0,18.69,Individual,Fully Paid
14125.0,14125.0,60 months,22.11,391.01,1 year,RENT,28800.0,Source Verified,moving,NC,G,G1,662.0,7.08,Individual,Charged Off
10000.0,10000.0,36 months,5.99,304.18,1 year,MORTGAGE,57240.0,Not Verified,major_purchase,VA,A,A2,787.0,2.2,Individual,Fully Paid
4500.0,4500.0,36 months,13.49,152.69,9 years,RENT,20000.0,Not Verified,credit_card,CA,C,C2,682.0,18.48,Individual,Fully Paid
15000.0,15000.0,36 months,10.59,488.18,10+ years,RENT,47881.47,Not Verified,credit_card,VA,B,B2,747.0,10.23,Individual,Fully Paid
15000.0,15000.0,36 months,8.49,473.45,2 years,RENT,58000.0,Not Verified,credit_card,NY,A,A5,747.0,11.36,Individual,Fully Paid
18200.0,18200.0,60 months,11.49,400.18,6 years,MORTGAGE,42000.0,Source Verified,small_business,OH,B,B4,737.0,14.49,Individual,Fully Paid
12000.0,12000.0,60 months,15.99,291.76,10+ years,MORTGAGE,115000.0,Source Verified,home_improvement,MA,D,D2,702.0,13.17,Individual,Fully Paid
18000.0,18000.0,36 months,8.49,568.14,10+ years,MORTGAGE,83000.0,Not Verified,debt_consolidation,NC,A,A5,742.0,12.62,Individual,Fully Paid
4000.0,4000.0,36 months,15.62,139.88,7 years,MORTGAGE,72000.0,Verified,major_purchase,MA,D,D1,667.0,14.82,Individual,Fully Paid
7000.0,7000.0,60 months,13.99,162.85,10+ years,MORTGAGE,59400.0,Not Verified,debt_consolidation,NJ,C,C3,712.0,21.23,Individual,Charged Off
12000.0,12000.0,36 months,7.49,373.22,10+ years,RENT,48609.6,Not Verified,debt_consolidation,CA,A,A4,767.0,21.72,Individual,Fully Paid
12400.0,12400.0,60 months,13.49,285.26,6 years,OWN,40000.0,Source Verified,debt_consolidation,CA,C,C2,757.0,15.69,Individual,Charged Off
15000.0,15000.0,36 months,15.23,521.68,7 years,MORTGAGE,38400.0,Source Verified,small_business,AR,C,C5,677.0,17.38,Individual,Fully Paid
20000.0,20000.0,60 months,14.79,473.6,10+ years,MORTGAGE,64000.0,Not Verified,debt_consolidation,CA,C,C4,727.0,12.41,Individual,Fully Paid
9600.0,9600.0,60 months,10.99,208.68,< 1 year,RENT,75000.0,Source Verified,major_purchase,VA,B,B3,737.0,10.69,Individual,Fully Paid
15000.0,15000.0,36 months,8.49,473.45,< 1 year,MORTGAGE,37000.0,Source Verified,credit_card,WA,A,A5,762.0,8.01,Individual,Fully Paid
15000.0,15000.0,60 months,18.79,387.38,< 1 year,MORTGAGE,45000.0,Source Verified,debt_consolidation,IL,E,E3,677.0,15.73,Individual,Fully Paid
20000.0,20000.0,60 months,13.49,460.1,8 years,RENT,105000.0,Verified,debt_consolidation,NC,C,C2,722.0,26.31,Individual,Fully Paid
6000.0,6000.0,36 months,11.99,199.26,10+ years,RENT,60000.0,Source Verified,debt_consolidation,NY,B,B5,692.0,13.7,Individual,Fully Paid
12000.0,12000.0,60 months,18.39,307.28,10+ years,MORTGAGE,35700.0,Source Verified,home_improvement,CA,E,E2,717.0,5.24,Individual,Fully Paid
20400.0,20400.0,60 months,15.99,495.98,3 years,MORTGAGE,160680.0,Source Verified,home_improvement,CA,D,D2,712.0,5.35,Individual,Fully Paid
5700.0,5700.0,36 months,9.99,183.9,< 1 year,RENT,53000.0,Not Verified,small_business,CA,B,B1,717.0,10.01,Individual,Fully Paid
2400.0,2400.0,36 months,10.99,78.57,5 years,RENT,43000.0,Not Verified,debt_consolidation,UT,B,B3,712.0,7.34,Individual,Fully Paid
15000.0,15000.0,36 months,9.99,483.94,4 years,MORTGAGE,199000.0,Verified,debt_consolidation,NY,B,B1,762.0,0.0,Individual,Fully Paid
2650.0,2650.0,36 months,7.49,82.42,10+ years,MORTGAGE,47000.0,Not Verified,wedding,CA,A,A4,707.0,6.13,Individual,Fully Paid
3500.0,3500.0,36 months,6.99,108.06,8 years,MORTGAGE,72000.0,Not Verified,home_improvement,NY,A,A3,722.0,22.2,Individual,Fully Paid
6000.0,6000.0,36 months,10.59,195.27,2 years,RENT,35004.0,Not Verified,debt_consolidation,NJ,B,B2,712.0,21.97,Individual,Fully Paid
15000.0,15000.0,36 months,8.49,473.45,< 1 year,RENT,43000.0,Source Verified,debt_consolidation,CA,A,A5,747.0,24.39,Individual,Fully Paid
2000.0,2000.0,36 months,14.79,69.13,2 years,RENT,50000.0,Not Verified,other,PA,C,C4,662.0,23.16,Individual,Fully Paid
2100.0,2100.0,36 months,11.99,69.75,6 years,OWN,113400.0,Source Verified,car,NY,B,B5,682.0,11.38,Individual,Fully Paid
5000.0,5000.0,36 months,12.99,168.45,4 years,MORTGAGE,106000.0,Source Verified,debt_consolidation,TX,C,C1,692.0,11.42,Individual,Fully Paid
10000.0,10000.0,36 months,11.99,332.1,,RENT,36000.0,Not Verified,debt_consolidation,CA,B,B5,707.0,20.87,Individual,Charged Off
5000.0,5000.0,36 months,8.49,157.82,2 years,MORTGAGE,48000.0,Not Verified,other,KY,A,A5,772.0,1.05,Individual,Fully Paid
6400.0,6400.0,36 months,7.49,199.06,10+ years,MORTGAGE,103000.0,Not Verified,other,CA,A,A4,727.0,5.07,Individual,Fully Paid
14400.0,14400.0,60 months,16.49,353.95,3 years,MORTGAGE,65996.0,Source Verified,debt_consolidation,FL,D,D3,697.0,9.29,Individual,Fully Paid
18000.0,18000.0,36 months,11.49,593.49,10+ years,MORTGAGE,69900.0,Verified,car,OR,B,B4,702.0,17.01,Individual,Fully Paid
3000.0,3000.0,36 months,7.49,93.31,1 year,RENT,17520.0,Not Verified,credit_card,TX,A,A4,732.0,9.66,Individual,Fully Paid
2400.0,2400.0,36 months,11.99,79.71,10+ years,RENT,70000.0,Not Verified,other,NY,B,B5,677.0,14.73,Individual,Fully Paid
5600.0,5600.0,36 months,11.99,185.98,10+ years,RENT,69600.0,Not Verified,credit_card,VA,B,B5,692.0,3.5,Individual,Fully Paid
15250.0,15250.0,60 months,16.49,374.84,< 1 year,RENT,35000.0,Not Verified,debt_consolidation,FL,D,D3,692.0,20.57,Individual,Charged Off
1600.0,1600.0,36 months,15.62,55.96,7 years,RENT,57000.0,Not Verified,other,MO,D,D1,712.0,12.69,Individual,Charged Off
10000.0,10000.0,36 months,13.49,339.31,2 years,RENT,48000.0,Not Verified,debt_consolidation,CO,C,C2,687.0,24.43,Individual,Fully Paid
18000.0,18000.0,36 months,6.99,555.71,1 year,MORTGAGE,153600.0,Verified,moving,HI,A,A3,792.0,20.77,Individual,Fully Paid
5000.0,5000.0,36 months,15.62,174.85,3 years,MORTGAGE,165000.0,Verified,home_improvement,CA,D,D1,672.0,11.07,Individual,Fully Paid
8000.0,8000.0,36 months,9.99,258.1,10+ years,MORTGAGE,225000.0,Verified,debt_consolidation,CA,B,B1,727.0,7.72,Individual,Fully Paid
8000.0,8000.0,36 months,8.49,252.51,1 year,MORTGAGE,115000.0,Not Verified,other,NY,A,A5,722.0,4.5,Individual,Fully Paid
6000.0,6000.0,36 months,5.42,180.96,10+ years,MORTGAGE,96000.0,Not Verified,credit_card,CA,A,A1,782.0,5.13,Individual,Fully Paid
1500.0,1500.0,60 months,16.49,36.87,< 1 year,RENT,26004.0,Source Verified,other,TX,D,D3,697.0,18.0,Individual,Charged Off
9000.0,9000.0,36 months,5.99,273.76,2 years,OWN,61425.0,Not Verified,credit_card,CA,A,A2,757.0,24.79,Individual,Fully Paid
6000.0,6000.0,36 months,5.99,182.51,10+ years,MORTGAGE,27012.0,Not Verified,debt_consolidation,WA,A,A2,767.0,8.62,Individual,Charged Off
20000.0,15300.0,36 months,7.49,475.86,10+ years,RENT,160000.0,Source Verified,credit_card,CA,A,A4,747.0,5.61,Individual,Fully Paid
15000.0,15000.0,60 months,15.99,364.7,4 years,MORTGAGE,50000.0,Verified,debt_consolidation,NJ,D,D2,707.0,1.06,Individual,Fully Paid
3000.0,3000.0,36 months,6.99,92.62,< 1 year,RENT,65000.0,Not Verified,credit_card,DC,A,A3,732.0,6.54,Individual,Fully Paid
6000.0,6000.0,36 months,11.99,199.26,1 year,RENT,40000.0,Not Verified,wedding,MO,B,B5,697.0,9.18,Individual,Fully Paid
5125.0,5125.0,36 months,8.49,161.76,10+ years,MORTGAGE,63500.0,Verified,debt_consolidation,OR,A,A5,707.0,23.64,Individual,Fully Paid
10000.0,10000.0,60 months,11.99,222.4,10+ years,MORTGAGE,93000.0,Not Verified,car,TX,B,B5,752.0,14.12,Individual,Fully Paid
15000.0,15000.0,36 months,12.99,505.34,10+ years,MORTGAGE,77927.0,Verified,debt_consolidation,KS,C,C1,677.0,22.21,Individual,Fully Paid
3300.0,3300.0,36 months,5.42,99.53,,MORTGAGE,57600.0,Not Verified,car,AL,A,A1,752.0,22.31,Individual,Fully Paid
16000.0,16000.0,60 months,16.89,396.7,< 1 year,RENT,55000.0,Not Verified,debt_consolidation,NJ,D,D4,697.0,22.23,Individual,Charged Off
4600.0,4600.0,36 months,13.99,157.2,< 1 year,RENT,58000.0,Not Verified,credit_card,CA,C,C3,672.0,4.03,Individual,Fully Paid
10000.0,10000.0,36 months,10.99,327.34,6 years,MORTGAGE,85000.0,Not Verified,debt_consolidation,CA,B,B3,702.0,10.6,Individual,Fully Paid
12000.0,12000.0,60 months,18.79,309.91,10+ years,MORTGAGE,68148.0,Not Verified,other,FL,E,E3,667.0,20.02,Individual,Fully Paid
2250.0,2250.0,36 months,15.62,78.69,3 years,MORTGAGE,27600.0,Verified,debt_consolidation,NV,D,D1,667.0,20.61,Individual,Charged Off
35000.0,35000.0,60 months,15.23,836.88,10+ years,MORTGAGE,150000.0,Source Verified,debt_consolidation,CA,C,C5,762.0,6.65,Individual,Fully Paid
6000.0,6000.0,36 months,12.99,202.14,1 year,RENT,48000.0,Not Verified,medical,NC,C,C1,692.0,2.75,Individual,Charged Off
20000.0,20000.0,60 months,11.99,444.79,10+ years,MORTGAGE,51000.0,Verified,debt_consolidation,VA,B,B5,737.0,13.01,Individual,Charged Off
9525.0,9525.0,60 months,19.69,250.72,7 years,RENT,55992.0,Verified,debt_consolidation,MI,E,E5,687.0,21.97,Individual,Charged Off
4450.0,4450.0,36 months,11.49,146.73,5 years,RENT,33600.0,Source Verified,medical,CO,B,B4,747.0,14.96,Individual,Fully Paid
22000.0,22000.0,60 months,13.99,511.79,6 years,MORTGAGE,61000.0,Verified,home_improvement,AL,C,C3,737.0,20.83,Individual,Fully Paid
35000.0,35000.0,60 months,16.49,860.28,< 1 year,RENT,69000.0,Verified,debt_consolidation,NJ,D,D3,752.0,12.3,Individual,Charged Off
2500.0,2500.0,36 months,12.99,84.23,2 years,RENT,68004.0,Not Verified,other,FL,C,C1,667.0,7.41,Individual,Fully Paid
3500.0,3500.0,36 months,10.59,113.91,3 years,RENT,45000.0,Source Verified,debt_consolidation,CA,B,B2,702.0,3.81,Individual,Fully Paid
14400.0,14400.0,36 months,10.99,471.37,4 years,RENT,96000.0,Source Verified,credit_card,NY,B,B3,717.0,20.76,Individual,Fully Paid
7000.0,7000.0,36 months,10.59,227.82,6 years,MORTGAGE,73000.0,Source Verified,major_purchase,NY,B,B2,702.0,8.17,Individual,Fully Paid
1800.0,1800.0,36 months,10.59,58.59,4 years,RENT,35000.0,Not Verified,car,NC,B,B2,737.0,25.68,Individual,Fully Paid
4000.0,4000.0,60 months,18.39,102.43,1 year,RENT,24996.0,Source Verified,other,NC,E,E2,667.0,5.38,Individual,Fully Paid
35000.0,35000.0,60 months,12.99,796.18,5 years,MORTGAGE,65000.0,Verified,home_improvement,NY,C,C1,782.0,21.06,Individual,Charged Off
3850.0,3850.0,36 months,8.49,121.52,5 years,RENT,48500.0,Not Verified,credit_card,WV,A,A5,742.0,16.85,Individual,Fully Paid
3000.0,3000.0,36 months,6.99,92.62,4 years,MORTGAGE,80000.0,Not Verified,wedding,WI,A,A3,732.0,5.83,Individual,Fully Paid
3200.0,3200.0,36 months,9.99,103.24,10+ years,MORTGAGE,69996.0,Not Verified,other,TX,B,B1,772.0,0.0,Individual,Fully Paid
21000.0,21000.0,60 months,14.79,497.28,10+ years,MORTGAGE,100000.0,Verified,small_business,IL,C,C4,722.0,14.58,Individual,Fully Paid
8275.0,8275.0,36 months,16.49,292.94,5 years,MORTGAGE,155000.0,Not Verified,debt_consolidation,TX,D,D3,667.0,17.67,Individual,Charged Off
12000.0,12000.0,36 months,16.49,424.8,6 years,RENT,130000.0,Source Verified,credit_card,NV,D,D3,667.0,3.54,Individual,Fully Paid
6500.0,6500.0,36 months,15.62,227.31,4 years,RENT,84000.0,Source Verified,credit_card,VA,D,D1,677.0,8.7,Individual,Fully Paid
3600.0,3600.0,36 months,11.99,119.56,4 years,RENT,39500.0,Not Verified,debt_consolidation,NY,B,B5,682.0,13.12,Individual,Fully Paid
14000.0,14000.0,60 months,18.79,361.56,10+ years,MORTGAGE,79000.0,Not Verified,debt_consolidation,SC,E,E3,677.0,15.72,Individual,Charged Off
12000.0,12000.0,36 months,8.49,378.76,3 years,RENT,42000.0,Source Verified,debt_consolidation,GA,A,A5,727.0,22.71,Individual,Fully Paid
20000.0,17850.0,60 months,21.74,490.37,10+ years,MORTGAGE,82812.0,Verified,home_improvement,HI,F,F5,667.0,18.78,Individual,Fully Paid
8000.0,8000.0,36 months,12.99,269.52,4 years,MORTGAGE,90000.0,Verified,home_improvement,CA,C,C1,687.0,7.68,Individual,Fully Paid
8000.0,8000.0,60 months,13.49,184.04,3 years,RENT,72000.0,Source Verified,major_purchase,NY,C,C2,752.0,0.47,Individual,Fully Paid
4000.0,4000.0,36 months,15.23,139.12,,OWN,42000.0,Source Verified,debt_consolidation,CA,C,C5,737.0,1.66,Individual,Fully Paid
12375.0,12375.0,36 months,11.99,410.97,< 1 year,MORTGAGE,36000.0,Verified,credit_card,MO,B,B5,692.0,24.13,Individual,Fully Paid
4200.0,4200.0,60 months,15.99,102.12,1 year,RENT,15600.0,Verified,other,IL,D,D2,687.0,16.08,Individual,Fully Paid
27200.0,27200.0,60 months,20.62,730.05,4 years,MORTGAGE,195000.0,Verified,major_purchase,MA,F,F2,677.0,18.32,Individual,Charged Off
16000.0,16000.0,36 months,15.99,562.44,3 years,MORTGAGE,150000.0,Verified,other,TX,D,D2,677.0,14.39,Individual,Fully Paid
5600.0,5600.0,36 months,7.49,174.17,5 years,MORTGAGE,60000.0,Source Verified,major_purchase,PA,A,A4,742.0,14.02,Individual,Fully Paid
6000.0,6000.0,36 months,15.99,210.92,< 1 year,MORTGAGE,95000.0,Verified,home_improvement,CT,D,D2,662.0,8.02,Individual,Fully Paid
35000.0,35000.0,60 months,16.89,867.78,10+ years,MORTGAGE,90000.0,Verified,debt_consolidation,TX,D,D4,732.0,27.17,Individual,Charged Off
8000.0,8000.0,36 months,7.49,248.82,10+ years,MORTGAGE,68000.0,Not Verified,car,CT,A,A4,732.0,2.86,Individual,Fully Paid
15000.0,15000.0,36 months,8.49,473.45,1 year,MORTGAGE,175000.0,Verified,debt_consolidation,FL,A,A5,767.0,9.48,Individual,Fully Paid
7000.0,7000.0,36 months,11.99,232.47,1 year,RENT,48000.0,Not Verified,debt_consolidation,CA,B,B5,692.0,8.45,Individual,Fully Paid
20000.0,20000.0,60 months,12.99,454.96,4 years,MORTGAGE,105000.0,Verified,home_improvement,TX,C,C1,747.0,25.46,Individual,Fully Paid
10000.0,10000.0,36 months,10.99,327.34,< 1 year,OWN,70000.0,Source Verified,debt_consolidation,NY,B,B3,702.0,8.23,Individual,Fully Paid
16000.0,16000.0,60 months,11.49,351.81,2 years,MORTGAGE,75000.0,Source Verified,debt_consolidation,MI,B,B4,742.0,8.03,Individual,Fully Paid
18000.0,18000.0,36 months,15.23,626.01,10+ years,MORTGAGE,93000.0,Source Verified,home_improvement,VA,C,C5,687.0,15.47,Individual,Fully Paid
12000.0,12000.0,60 months,11.49,263.86,3 years,RENT,53060.0,Source Verified,other,TX,B,B4,722.0,18.18,Individual,Fully Paid
