ID,name,category,main_category,currency,deadline,goal,launched,pledged,state,backers,country,usd pledged,usd_pledged_real,usd_goal_real
1052885498,Our New Designs First Run Production,Fashion,Fashion,USD,2014-01-22,1500.00,2013-12-23 23:36:34,0.00,failed,0,US,0.00,0.00,1500.00
1052887140,This Is My Canvas - Hand Painted Unique Tailored Pop Art.,Painting,Art,GBP,2015-03-05,2500.00,2015-02-03 16:45:00,15.00,failed,1,GB,22.62,22.78,3796.05
1052889906,A Trip Down Memory Lane with Steve Zengel,Film & Video,Film & Video,USD,2013-04-29,4371.00,2013-03-30 05:03:04,425.00,failed,10,US,425.00,425.00,4371.00
1052891075,Cooking Class in a Box [Exotic Cuisine Edition],Food,Food,USD,2010-07-13,200.00,2010-06-17 18:36:54,1820.44,successful,53,US,1820.44,1820.44,200.00
1052894340,Victorian Bareknuckle League,Comic Books,Comics,GBP,2016-11-24,3300.00,2016-10-25 14:44:59,1458.00,failed,79,GB,843.94,1812.96,4103.41
1052895879,Märchen Abenteuerlustige Tiere,Fiction,Publishing,EUR,2016-04-30,5000.00,2016-03-31 00:15:05,41.00,failed,4,AT,45.89,46.85,5713.50
1052895881,Inspirational Affirmation Apparel,Apparel,Fashion,USD,2014-08-10,5000.00,2014-07-11 21:12:18,0.00,failed,0,US,0.00,0.00,5000.00
1052896826,Wildly Silver,Taxidermy,Crafts,USD,2015-07-23,5464.00,2015-06-23 02:02:38,1.00,failed,1,US,1.00,1.00,5464.00
1052897284,Movement Workshop Group's New Dance Short,Dance,Dance,USD,2012-09-06,3000.00,2012-08-07 04:54:06,3423.00,successful,88,US,3423.00,3423.00,3000.00
105290108,Recreation: Organic Hand Printed Clothes from California,Apparel,Fashion,USD,2015-08-12,18000.00,2015-07-22 23:48:55,18462.00,successful,44,US,18462.00,18462.00,18000.00
1052901726,ShortFellas Feature Film,Comedy,Film & Video,GBP,2015-12-01,570000.00,2015-10-15 20:01:27,24218.00,failed,86,GB,36990.25,36665.05,862956.46
1052903434,Better Left Unsaid- A first of its kind Live Streamed Theatrical Event,Narrative Film,Film & Video,USD,2010-10-03,20000.00,2010-08-19 07:01:06,20605.00,successful,161,US,20605.00,20605.00,20000.00
1052904803,Join the Kombucha Empire,Food,Food,USD,2013-09-30,15000.00,2013-09-09 05:32:29,5396.00,failed,115,US,5396.00,5396.00,15000.00
1052911053,Ninjas vs Monsters: Take it OVER THE TOP!,Film & Video,Film & Video,USD,2011-11-05,15000.00,2011-09-16 18:25:29,17319.00,successful,140,US,17319.00,17319.00,15000.00
1052917230,ll Lincoln-Line ll Cross-Country Train Tour + LIVE Album!!!,Fashion,Fashion,USD,2011-11-24,1900.00,2011-10-03 03:10:22,641.00,failed,21,US,641.00,641.00,1900.00
1052920996,Freaks for the Freaks,Fiction,Publishing,USD,2012-11-10,500.00,2012-10-11 16:35:44,10.00,failed,1,US,10.00,10.00,500.00
1052925597,Debut Folk / Rock Album by The Blacklist Social!,Music,Music,CAD,2016-05-20,6000.00,2016-04-15 01:16:42,3628.00,failed,0,"N,0""",,2768.20,4578.06
1052925966,Super Star,Rock,Music,USD,2013-02-16,8000.00,2013-01-17 16:40:49,90.00,failed,4,US,90.00,90.00,8000.00
105293707,TheAlley - An Unopenable Pop-up Book,Children's Books,Publishing,USD,2012-03-11,3200.00,2012-01-31 12:09:24,3271.00,successful,53,US,3271.00,3271.00,3200.00
1052937674,Redneck Invasion,Tabletop Games,Games,USD,2016-02-19,20000.00,2016-01-20 17:23:31,7883.00,failed,115,US,7883.00,7883.00,20000.00
1052938529,Wonder Women,Documentary,Film & Video,GBP,2017-09-07,560.00,2017-08-08 16:39:33,10.00,failed,1,GB,13.06,13.21,739.98
105294035,"Say no to ""conflict gemstones and blood diamonds"".",Jewelry,Fashion,DKK,2015-03-04,90000.00,2015-02-02 14:03:47,5.00,failed,1,DK,0.76,0.74,13241.33
1052941610,House Of Waxy Wicks Handmade Candles (Canceled),Candles,Crafts,GBP,2015-07-01,3000.00,2015-06-01 21:16:33,0.00,canceled,0,GB,0.00,0.00,4687.13
1052942094,Astral Dick,Theater,Theater,USD,2012-02-15,2000.00,2011-12-17 03:17:49,2101.69,successful,51,US,2101.69,2101.69,2000.00
1052958707,Full Feature Film: Time to Die,Action,Film & Video,USD,2017-01-28,50000.00,2016-12-29 14:25:35,1.00,failed,1,US,1.00,1.00,50000.00
1052959109,The Unseen Darkness Rising,Graphic Novels,Comics,USD,2017-02-14,2500.00,2017-01-15 23:59:48,931.00,failed,36,US,190.00,931.00,2500.00
105295924,Radio show sharing info for your physical and mental health.,Web,Journalism,USD,2016-06-29,15560.00,2016-05-30 23:49:17,112.00,failed,4,US,112.00,112.00,15560.00
1052962734,Palooka: a literary journal of underdog excellence,Publishing,Publishing,USD,2011-08-22,1200.00,2011-06-23 21:55:08,125.00,failed,5,US,125.00,125.00,1200.00
1052977594,The Drink Spike: The cup holder for practically anywhere!,Product Design,Design,USD,2015-11-05,2000.00,2015-10-06 19:27:34,2503.00,successful,94,US,2503.00,2503.00,2000.00
1052983801,Lease A Bee Hive & Get ALL the HONEY!,Farmer's Markets,Food,USD,2014-05-28,3000.00,2014-04-28 17:57:57,4715.00,successful,62,US,4715.00,4715.00,3000.00
1052984171,Unite  e-Sports Gamers and Sports on PerSources.com,Web,Journalism,USD,2015-05-15,10000.00,2015-04-15 05:48:49,0.00,failed,0,US,0.00,0.00,10000.00
1052985235,Coterie Worklounge,Makerspaces,Technology,USD,2015-04-17,20000.00,2015-03-18 00:14:39,20069.00,successful,27,US,20069.00,20069.00,20000.00
1052991727,SHORTFILM AIRBORNE,Action,Film & Video,DKK,2015-08-27,4000.00,2015-07-28 13:30:23,150.00,failed,1,DK,22.11,22.65,603.94
1052992329,The Spike: a feature film,Drama,Film & Video,USD,2014-11-15,100000.00,2014-10-16 17:05:30,0.00,failed,0,US,0.00,0.00,100000.00
1053000625,Ella May - Originals,Music,Music,EUR,2016-12-27,530.00,2016-10-28 18:48:59,810.00,successful,25,DE,250.63,853.82,558.67
1053006961,Anilo Carbon Fiber Rings,Apparel,Fashion,USD,2016-09-30,1500.00,2016-09-03 18:26:06,1763.00,successful,35,US,497.00,1763.00,1500.00
1053008183,Through Gay Eyes Documentary,Documentary,Film & Video,USD,2013-02-11,5030.00,2013-01-16 21:54:24,5307.00,successful,107,US,5307.00,5307.00,5030.00
1053018236,Make It Go Away,Fiction,Publishing,USD,2014-10-22,1500.00,2014-09-17 22:26:08,1.00,failed,1,US,1.00,1.00,1500.00
1053028577,The Last Holdouts,Documentary,Film & Video,USD,2011-07-06,4000.00,2011-06-07 15:19:17,4400.00,successful,30,US,4400.00,4400.00,4000.00
105303935,Small Pottery Jar,Pottery,Crafts,USD,2012-04-15,22.00,2012-03-15 23:25:42,28.00,successful,3,US,28.00,28.00,22.00
1053052564,Out Of The Attic: A Teddy Bear Adventure Comic,Comic Books,Comics,USD,2017-04-01,1500.00,2017-03-01 18:10:24,1503.00,successful,57,US,294.00,1503.00,1500.00
1053055684,SleepMode,Wearables,Technology,USD,2016-11-29,3000.00,2016-10-30 17:01:45,289.00,failed,12,US,84.00,289.00,3000.00
1053057613,"""Human"" goes to the New Orleans Fringe Festival",Theater,Theater,USD,2013-10-23,1500.00,2013-09-27 01:13:11,1625.00,successful,45,US,1625.00,1625.00,1500.00
1053063875,Cannon Fodder,Fiction,Publishing,USD,2014-03-29,225.00,2014-02-27 01:20:34,266.00,successful,26,US,266.00,266.00,225.00
1053068732,Ecorithmic: The Automatic Ecodriving System,Technology,Technology,GBP,2013-07-09,140000.00,2013-06-04 13:16:42,96.00,failed,6,GB,145.95,145.04,211518.70
1053069621,The KD KiD,Cookbooks,Food,CAD,2014-08-10,100.00,2014-07-11 17:07:21,0.00,failed,0,CA,0.00,0.00,91.74
1053069627,The Imperial Rooster are making a new album on CD and VINYL!,Country & Folk,Music,USD,2011-07-17,2400.00,2011-06-17 01:56:57,2700.00,successful,45,US,2700.00,2700.00,2400.00
1053071936,Motivational and Inspirational Clothing,Apparel,Fashion,USD,2016-10-27,1000.00,2016-09-27 22:25:17,2.00,failed,2,US,0.00,2.00,1000.00
1053074869,"""American Snowflake"" 7/8-inch die-struck enamel pins",Accessories,Fashion,USD,2017-05-29,12000.00,2017-05-01 04:54:31,1092.00,failed,25,US,295.00,1092.00,12000.00
1053078835,Lil' Levi Comic World Domination!,Comics,Comics,USD,2013-10-05,10000.00,2013-09-05 00:37:40,172.00,failed,5,US,172.00,172.00,10000.00
1053094867,Immortal Sojourn,Fiction,Publishing,USD,2015-10-04,3000.00,2015-09-04 14:58:03,140.00,failed,4,US,140.00,140.00,3000.00
1053097103,Coil Spring Prosthetic Foot,Hardware,Technology,USD,2015-07-07,50000.00,2015-06-22 19:36:03,100.00,failed,1,US,100.00,100.00,50000.00
105309752,David Joel's Artist-in-Residence,Painting,Art,USD,2011-10-28,2000.00,2011-09-28 23:51:31,2650.00,successful,20,US,2650.00,2650.00,2000.00
1053098815,Weapon Test Dummies - An Action/Puzzle Tower Defense Game,Video Games,Games,USD,2012-06-15,12500.00,2012-05-16 06:08:48,82.00,failed,7,US,82.00,82.00,12500.00
1053100291,Bobby Sparks II Debut Album,Jazz,Music,USD,2011-12-11,35000.00,2011-11-01 19:10:25,1077.00,failed,27,US,1077.00,1077.00,35000.00
1053110057,Fish Tank - a short film,Shorts,Film & Video,USD,2012-07-01,2500.00,2012-06-01 11:44:44,2590.00,successful,65,US,2590.00,2590.00,2500.00
1053115687,The soup slice sandwich trailer,Food Trucks,Food,USD,2016-09-14,25000.00,2016-08-15 03:33:07,511.00,failed,6,US,150.00,511.00,25000.00
1053119617,The Painting,Film & Video,Film & Video,GBP,2014-03-09,350.00,2014-02-19 10:57:35,110.00,failed,3,GB,184.04,182.54,580.82
1053119872,Everyone is a Millionaire!,Documentary,Film & Video,USD,2014-09-20,25000.00,2014-07-22 21:10:43,0.00,failed,0,US,0.00,0.00,25000.00
1053120966,MAGNIJAR,Gadgets,Technology,USD,2017-01-13,10001.00,2016-11-29 07:18:47,140.00,canceled,2,US,100.00,140.00,10001.00
1053134208,"Cris Jones memorial, London",Film & Video,Film & Video,GBP,2017-11-18,575.00,2017-09-19 19:34:34,1543.00,successful,37,GB,489.33,2056.35,766.30
1053134734,Into The Woods - A Twin Peaks inspired art experience,Art Books,Publishing,GBP,2017-04-19,3500.00,2017-03-20 18:00:04,1731.00,canceled,48,GB,187.23,2211.91,4472.39
1053148119,6Paint,Software,Technology,CAD,2015-09-10,100000.00,2015-08-11 18:58:02,0.00,failed,0,CA,0.00,0.00,75397.72
1053160558,Elissa Case's First Album!,Pop,Music,USD,2012-08-16,5000.00,2012-07-17 18:46:00,1180.00,failed,17,US,1180.00,1180.00,5000.00
1053163190,Nicholas Mudd - First Studio Album,Country & Folk,Music,USD,2017-11-18,2500.00,2017-10-19 23:38:26,4805.29,successful,31,US,653.29,4805.29,2500.00
1053180192,Still Waters Street Theatre Project,Theater,Theater,USD,2011-08-06,800.00,2011-07-07 17:27:05,803.00,successful,13,US,803.00,803.00,800.00
1053187861,Rich Kid Collective (Canceled),Apparel,Fashion,USD,2015-09-16,1000.00,2015-09-03 02:56:54,60.00,canceled,2,US,60.00,60.00,1000.00
1053188992,The Folsom's Fiery Inferno Hot Sauce Project,Small Batch,Food,USD,2014-08-20,50.00,2014-07-21 00:25:45,100.00,successful,2,US,100.00,100.00,50.00
1053190082,CLASSIC AND CHRONOGRAPH WATCHES by the Mont Royal Watch Co.,Product Design,Design,CAD,2017-10-13,30000.00,2017-09-13 16:04:21,43844.00,successful,167,CA,15060.59,35078.01,24001.92
1053190579,"Beazell's Cajun Foods Cookbook Version I (July,14)",Cookbooks,Food,USD,2014-06-18,8000.00,2014-06-01 22:45:11,9136.00,successful,220,US,9136.00,9136.00,8000.00
1053192629,INSIDEOUT (Canceled),Film & Video,Film & Video,USD,2014-11-07,1250000.00,2014-09-23 20:19:49,0.00,canceled,0,US,0.00,0.00,1250000.00
1053206305,GRANDPARENTS LET'S TALK,Television,Film & Video,USD,2014-12-26,5000.00,2014-11-26 14:27:21,5.00,failed,1,US,5.00,5.00,5000.00
1053209272,BowBlade—Where Video Gaming Meets Archery (Canceled),Video Games,Games,USD,2013-07-20,50000.00,2013-06-20 14:53:39,4832.00,canceled,48,US,4832.00,4832.00,50000.00
1053209677,North Star Coffee - help us bring our coffee to the masses!,Drinks,Food,GBP,2015-06-13,20000.00,2015-05-14 11:31:46,20328.00,successful,252,GB,31856.68,32196.14,31676.64
1053210308,High Visibility Tripod Safety Cover with LED lights,Product Design,Design,USD,2014-10-15,50000.00,2014-09-10 18:42:04,25.00,failed,1,US,25.00,25.00,50000.00
1053219905,Crush the Skull - Horror/Comedy Feature Film,Horror,Film & Video,USD,2014-05-29,75000.00,2014-05-01 15:24:44,75311.27,successful,570,US,75311.27,75311.27,75000.00
1053243779,The Campaign to Secure Fallujah,Nonfiction,Publishing,USD,2014-12-16,10000.00,2014-11-25 22:46:39,50.00,failed,1,US,50.00,50.00,10000.00
1053253360,"10-4, Good Buddy: A Miracle Story",Publishing,Publishing,USD,2014-06-27,5000.00,2014-04-28 17:09:20,0.00,failed,0,US,0.00,0.00,5000.00
1053256579,Grimoire,Comic Books,Comics,USD,2017-11-01,666.00,2017-10-16 17:34:32,587.00,failed,18,US,15.00,587.00,666.00
1053258993,Dragonborn (Fantasy Novel),Fiction,Publishing,GBP,2015-08-09,1000.00,2015-07-10 22:42:30,1000.00,successful,19,GB,1537.58,1563.48,1563.48
1053262531,"The Field's of These People: ""What is going on out there?""",Documentary,Film & Video,USD,2016-07-16,24000.00,2016-07-07 16:38:21,59.00,failed,3,US,0.00,59.00,24000.00
105327056,Revolve 2013 | 2014 Collection,Fashion,Fashion,GBP,2013-11-28,2000.00,2013-10-24 14:21:36,0.00,failed,0,GB,0.00,0.00,3268.94
1053272497,High quality fabric prints of my illustrations. Useful Art.,Illustration,Art,USD,2014-03-19,1500.00,2014-02-17 16:12:00,0.00,failed,0,US,0.00,0.00,1500.00
1053275081,The Rice Boy Book,Comics,Comics,USD,2011-04-24,6000.00,2011-03-09 07:31:40,16645.29,successful,266,US,16645.29,16645.29,6000.00
1053276441,The Uncle Junior Project,Documentary,Film & Video,USD,2012-01-21,10000.00,2011-11-22 03:40:58,1151.00,failed,18,US,1151.00,1151.00,10000.00
1053278673,MK3 : 5-in-1 Smart Outdoor Gadget,Gadgets,Technology,USD,2017-07-15,30000.00,2017-05-29 03:10:51,49442.00,successful,155,US,7608.00,49442.00,30000.00
1053280283,The Election Channel,Web,Journalism,USD,2015-02-13,10000.00,2015-01-13 19:59:35,60.00,failed,3,US,60.00,60.00,10000.00
1053280421,KalendarKards Memory Support System,Product Design,Design,USD,2016-09-13,25000.00,2016-07-15 18:01:03,687.00,failed,17,US,175.00,687.00,25000.00
1053290811,"The Miller's Wife, a new opera",Classical Music,Music,GBP,2013-05-31,1570.00,2013-04-26 20:11:10,1614.00,successful,37,GB,2472.29,2459.05,2392.02
1053293415,"Foam Brain Dice: Metals II - More Colors, More Dice!",Tabletop Games,Games,USD,2015-01-20,2000.00,2015-01-06 19:02:00,18685.00,successful,305,US,18685.00,18685.00,2000.00
1053297656,August Heat,Shorts,Film & Video,USD,2012-05-21,2400.00,2012-04-16 23:04:40,1215.00,failed,7,US,1215.00,1215.00,2400.00
1053300125,"The Pheasant Plucker Cafe. Great Fun, Food and Friends.",Food Trucks,Food,AUD,2015-06-20,30000.00,2015-05-06 22:52:48,326.00,failed,9,AU,255.78,249.60,22969.14
1053300500,An Unconventional Journey Through China,Nonfiction,Publishing,USD,2014-07-30,27500.00,2014-06-30 19:22:44,12.00,failed,3,US,12.00,12.00,27500.00
1053310678,"First Album by Go, Granny, Go!",Rock,Music,USD,2012-06-02,1000.00,2012-04-03 01:10:11,1355.00,successful,24,US,1355.00,1355.00,1000.00
1053312331,A Grain of Sand (Canceled),Shorts,Film & Video,USD,2011-07-23,1500.00,2011-06-23 05:19:03,15.00,canceled,1,US,15.00,15.00,1500.00
1053318189,Images of Justice - The Nuremberg War Crimes Trials,Nonfiction,Publishing,USD,2014-05-19,20000.00,2014-04-19 20:37:18,4282.00,failed,58,US,4282.00,4282.00,20000.00
1053324369,Shadows,Drama,Film & Video,GBP,2015-02-16,750.00,2015-01-20 17:56:06,828.00,successful,36,GB,1253.36,1273.10,1153.17
1053333628,Game Of Thrones Parody T-Shirt (Canceled),Fashion,Fashion,USD,2014-06-29,500.00,2014-06-14 22:41:27,0.00,canceled,0,US,0.00,0.00,500.00
1053345870,Dances For A Variable Population at Jacob's Pillow!,Dance,Dance,USD,2012-06-21,2100.00,2012-06-01 15:52:46,2245.00,successful,35,US,2245.00,2245.00,2100.00
1053350713,Infused Spreads Kitchen & Storefront,Restaurants,Food,USD,2015-12-24,15000.00,2015-10-25 03:36:22,290.00,failed,8,US,290.00,290.00,15000.00
105336089,the local flavor cafe,Restaurants,Food,USD,2015-04-17,15000.00,2015-03-18 00:49:07,0.00,failed,0,US,0.00,0.00,15000.00
1053361501,THE HILLS FAMILY ENTERTAINMENT CENTER,Events,Food,USD,2016-11-21,250000.00,2016-10-10 19:21:39,1.00,failed,1,US,0.00,1.00,250000.00
1053365303,HEADSPACES by Mr.Anderson,Indie Rock,Music,USD,2015-12-13,1700.00,2015-11-06 19:51:18,499.00,failed,6,US,499.00,499.00,1700.00
1053365549,Arborealis: A Tree of Light,Sculpture,Art,USD,2010-08-14,600.00,2010-07-09 20:53:24,716.39,successful,29,US,716.39,716.39,600.00
1053372680,Nello and Marko Fragassi Make Movies!,Film & Video,Film & Video,USD,2011-04-25,2000.00,2011-03-10 01:14:29,75.00,failed,3,US,75.00,75.00,2000.00
105337955,Kyana,Pop,Music,EUR,2016-01-17,7900.00,2015-12-06 00:57:11,8098.00,successful,101,AT,8850.85,8752.32,8538.33
1053380164,Bringing a laser quality polish to everyone!,Technology,Technology,USD,2014-08-02,1000.00,2014-07-03 23:14:31,2240.00,successful,109,US,2240.00,2240.00,1000.00
1053381809,Lion O. King's first EP Freedom,Indie Rock,Music,EUR,2016-06-05,3000.00,2016-05-04 20:30:09,3133.00,successful,49,DE,3613.29,3541.55,3391.21
1053383877,Pink Flamingo Lemonade,Film & Video,Film & Video,USD,2017-11-11,3000.00,2017-09-27 04:32:52,511.00,failed,11,US,0.00,511.00,3000.00
1053401004,Energy Heroes,Video Games,Games,EUR,2016-08-26,50000.00,2016-07-27 12:28:52,110.00,canceled,3,FR,93.41,124.19,56449.97
1053405600,TOOLS OF THE TRADE - A Fine Art Portrait Collection,Painting,Art,GBP,2016-03-03,12000.00,2016-02-02 19:14:31,3663.00,failed,31,GB,5222.58,5186.03,16989.47
1053406753,Kyle's Krunch Gourmet Snacks,Farmer's Markets,Food,USD,2015-11-21,50000.00,2015-09-22 03:57:43,0.00,failed,0,US,0.00,0.00,50000.00
1053409392,Galiano Island plant propagation greenhouse project,Farms,Food,CAD,2017-01-01,1200.00,2016-12-08 02:24:28,121.00,failed,4,CA,15.06,91.27,905.11
1053413237,The Peace Agency Documentary Kickstarter Campaign!,Documentary,Film & Video,USD,2012-04-27,10000.00,2012-03-22 22:49:20,10804.45,successful,184,US,10804.45,10804.45,10000.00
1053415621,Molly's Method - Short,Shorts,Film & Video,USD,2014-02-24,2500.00,2014-02-11 21:25:19,2585.00,successful,36,US,2585.00,2585.00,2500.00
105342733,Say Cheese Thief,Apps,Technology,USD,2014-12-10,6300.00,2014-11-10 18:57:04,0.00,failed,0,US,0.00,0.00,6300.00
1053433070,"Pete L'Angelle ""It's Time to Get Serious""",Music,Music,USD,2011-05-22,3000.00,2011-03-22 00:20:21,50.00,failed,4,US,50.00,50.00,3000.00
1053445145,"WutDesk, Computer Case",Hardware,Technology,AUD,2014-10-19,50000.00,2014-09-19 19:55:08,256.00,failed,3,AU,229.57,225.11,43967.64
1053446958,sasquatch myth or real (Canceled),Webseries,Film & Video,USD,2015-10-24,157651.00,2015-08-25 03:52:18,0.00,canceled,0,US,0.00,0.00,157651.00
105344963,Zombie Squirrel needs patching up and we need your help!,Crafts,Crafts,USD,2012-08-29,2000.00,2012-08-14 14:16:06,2506.08,successful,56,US,2506.08,2506.08,2000.00
1053456255,"Jagged Row:  ""Back Again"" EP and Music Video",Rock,Music,USD,2012-11-01,11850.00,2012-09-30 22:27:08,12050.00,successful,65,US,12050.00,12050.00,11850.00
1053462251,22 (Twenty Two),Music,Music,USD,2016-09-22,1000.00,2016-08-29 20:26:05,1089.00,successful,23,US,212.00,1089.00,1000.00
105348003,Revolution in IT,Robots,Technology,GBP,2017-01-22,32148.00,2016-12-16 14:19:51,10.00,failed,1,GB,12.54,12.54,40316.03
1053483003,Billy Boy The Clown! Docu-Horror Graphic Novel & Web-Series,Comics,Comics,USD,2013-11-18,15000.00,2013-10-10 19:47:26,107.00,failed,7,US,107.00,107.00,15000.00
1053488770,Love Neighbors,Pop,Music,USD,2010-10-31,15000.00,2010-09-23 17:04:54,23016.95,successful,370,US,23016.95,23016.95,15000.00
1053490850,The Mirror Altar - Poems and Novels.,Art,Art,GBP,2014-07-03,1000.00,2014-06-03 20:39:03,0.00,failed,0,GB,0.00,0.00,1714.35
1053491534,Frida Kahlo's Coloring Book by Le Vent,Art Books,Publishing,USD,2017-09-08,2000.00,2017-08-09 00:44:50,245.00,failed,6,US,60.00,245.00,2000.00
1053492509,John Wesley Satterfield and His Damn Fine Band's New Record!,Country & Folk,Music,USD,2012-02-23,12000.00,2011-12-25 21:50:24,12605.00,successful,62,US,12605.00,12605.00,12000.00
1053494925,Longboard Lowdown (Canceled),Webseries,Film & Video,USD,2014-11-02,5000.00,2014-10-03 05:19:56,0.00,canceled,0,US,0.00,0.00,5000.00
1053497697,The Pig Mask Project,Art,Art,USD,2011-02-23,60.00,2011-01-24 20:22:05,0.00,failed,0,US,0.00,0.00,60.00
1053499409,Take It Straight Podcast,Radio & Podcasts,Publishing,USD,2015-09-04,2000.00,2015-08-04 01:09:11,220.00,failed,3,US,220.00,220.00,2000.00
1053505039,"Send Sea Pony Couture to ""Style X Fashion Show"" @ SXSW !!",Fashion,Fashion,USD,2011-03-16,1150.00,2011-02-16 12:47:47,1168.13,successful,36,US,1168.13,1168.13,1150.00
1053509685,That Drinking Game,Playing Cards,Games,NOK,2016-09-30,25000.00,2016-08-31 19:07:12,26051.00,successful,80,NO,271.50,3235.47,3104.93
1053510408,"Frontier:  2170 Volume 02, ""First Blood"" Pre-Orders",Comics,Comics,USD,2013-04-07,350.00,2013-03-08 00:50:25,415.00,successful,16,US,415.00,415.00,350.00
105351197,“Elusif” A Fashion Short Film,Shorts,Film & Video,USD,2011-12-25,15000.00,2011-10-26 20:17:25,0.00,failed,0,US,0.00,0.00,15000.00
1053512411,Salt City Strangers Issue #2 Utah's Awesomest Superheroes,Comics,Comics,USD,2013-10-12,1000.00,2013-09-03 22:03:42,1120.00,successful,36,US,1120.00,1120.00,1000.00
1053513419,Charggee: A New Way to Charge. Protect Your Mobile Devices.,Gadgets,Technology,GBP,2018-02-02,30000.00,2017-12-14 18:24:48,1680.00,live,9,GB,146.57,2291.48,40919.32
1053517181,sculpIT: your Personal Trainer at your fingertips,Apps,Technology,USD,2015-09-12,5000.00,2015-08-04 16:37:00,0.00,failed,0,US,0.00,0.00,5000.00
1053521466,Support High School Dance Team,Performances,Dance,USD,2016-04-05,10000.00,2016-03-21 17:04:39,15.00,failed,1,US,15.00,15.00,10000.00
1053529450,ETL:Survival,Video Games,Games,USD,2016-05-29,100000.00,2016-03-30 01:48:54,60.00,failed,3,US,60.00,60.00,100000.00
1053538584,SWYK - Sharing Wisdom & Your Knowledge Campaign,Apps,Technology,USD,2016-10-23,35000.00,2016-09-13 00:12:32,5731.00,failed,50,US,2368.00,5731.00,35000.00
1053538918,400 Miles Away - EP by Chase Miller (Canceled),Pop,Music,USD,2013-04-05,1300.00,2013-03-06 09:09:16,0.00,canceled,0,US,0.00,0.00,1300.00
1053542395,Dj Pope & Marc Evans - Live It Up,Music Videos,Film & Video,GBP,2014-08-13,350.00,2014-07-30 20:37:01,361.00,successful,22,GB,613.04,602.51,584.15
1053545705,creating videogames,Technology,Technology,EUR,2015-08-15,4000.00,2015-06-16 07:29:40,41.00,failed,4,ES,45.95,46.25,4512.38
1053546437,Airith - Death of a True Love,Shorts,Film & Video,USD,2012-03-31,40000.00,2012-03-01 22:10:17,20.00,failed,2,US,20.00,20.00,40000.00
1053548044,Blue Current Brewery: Handcrafted American Sake,Drinks,Food,USD,2014-10-11,33000.00,2014-09-11 13:42:50,36724.13,successful,216,US,36724.13,36724.13,33000.00
1053551857,TESLA'S ENGINE the movie,Festivals,Film & Video,USD,2014-07-05,2000.00,2014-06-05 16:54:19,2608.25,successful,53,US,2608.25,2608.25,2000.00
105355435,Metamorphosing and Disarranging : Cycle,Installations,Art,USD,2015-03-30,1000.00,2015-03-15 14:41:24,1151.00,successful,33,US,1151.00,1151.00,1000.00
1053590757,Writers' Room,Webseries,Film & Video,USD,2014-06-07,2000.00,2014-05-08 14:19:16,2655.00,successful,34,US,2655.00,2655.00,2000.00
1053597981,Uni-cycling Across America (Suspended),Comics,Comics,USD,2015-11-23,5000.00,2015-10-24 05:43:15,20.00,suspended,1,US,20.00,20.00,5000.00
1053604666,Showbread: Cancer,Rock,Music,USD,2012-04-25,43000.00,2012-02-25 02:00:53,50121.24,successful,776,US,50121.24,50121.24,43000.00
1053607379,America's backyard,Photo,Journalism,USD,2017-02-28,7000.00,2017-01-13 20:03:14,60.00,failed,2,US,0.00,60.00,7000.00
105360814,Ayúdame a financiar una canción con videoclip,Hip-Hop,Music,EUR,2016-04-28,3000.00,2016-02-28 15:06:53,500.00,failed,1,ES,546.62,570.15,3420.91
1053608622,"LAFAZA: Sustainable, Fair Trade Spices from Madagascar",Farms,Food,USD,2015-06-04,30000.00,2015-04-30 09:46:34,31458.00,successful,238,US,31458.00,31458.00,30000.00
1053612122,FIREBUG,Graphic Novels,Comics,GBP,2016-08-21,3000.00,2016-07-19 16:37:37,3119.00,successful,67,GB,149.49,4120.97,3963.74
1053612607,Mystery Childrens Picture Book (Canceled),Children's Books,Publishing,USD,2011-05-31,50.00,2011-05-01 05:41:15,0.00,canceled,0,US,0.00,0.00,50.00
1053613193,No Man Believes - A short movie from Eon Sea Productions,Shorts,Film & Video,USD,2010-06-30,500.00,2010-05-04 17:52:00,562.00,successful,16,US,562.00,562.00,500.00
1053618586,"""Calling On You"" Album - social change through music",Pop,Music,USD,2017-01-19,10000.00,2016-12-20 14:49:02,11035.00,successful,114,US,350.00,11035.00,10000.00
1053618615,Dick Pic,Comedy,Film & Video,USD,2015-09-05,2500.00,2015-08-06 22:15:23,3276.75,successful,53,US,3276.75,3276.75,2500.00
1053619753,¡¡ MOON HONEY ?formerly twin killers? NEW ALBUM !!,Indie Rock,Music,USD,2013-11-20,5000.00,2013-10-21 20:34:28,5550.00,successful,118,US,5550.00,5550.00,5000.00
1053627910,Mark Allen: Couture Bodybags (Canceled),Fashion,Fashion,USD,2013-06-10,5000.00,2013-05-10 00:30:20,5.00,canceled,1,US,5.00,5.00,5000.00
1053632140,Help me bring a former WWE Diva to Wondercon (Canceled),Events,Comics,USD,2015-10-22,10000.00,2015-09-22 00:13:56,0.00,canceled,0,US,0.00,0.00,10000.00
1053632558,Carrie's Kiln Kickstarter,Ceramics,Art,USD,2017-10-20,2500.00,2017-09-29 16:39:05,3170.00,successful,62,US,1375.00,3170.00,2500.00
1053633163,NFT Hydroponic System Upgrade,Farms,Food,USD,2017-06-23,550.00,2017-05-24 23:57:54,26.00,failed,2,US,25.00,26.00,550.00
